codigo_articulo,categoria,semana_del_año,ocupacion_albergue,stock_inicio_semana,ingresos_semana,salidas_semana,stock_fin_semana,rolling_avg_salidas_3sem,alerta_7_dias,alerta_14_dias,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
0190AZ,Azucar,41,58,-6.14,0.0,0.33,-6.47,0.29,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,42,52,-6.47,0.0,0.32,-6.79,0.31,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,43,59,-6.79,0.0,0.33,-7.12,0.3267,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,44,47,-7.12,0.0,0.26,-7.38,0.3033,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,45,49,-7.38,0.0,0.29,-7.67,0.2933,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,46,52,-7.67,0.0,0.31,-7.98,0.2867,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,47,59,-7.98,0.0,0.33,-8.31,0.31,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,48,50,-8.31,0.0,0.26,-8.57,0.3,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,49,50,-8.57,1.01,0.26,-7.82,0.2833,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,50,45,-7.82,0.0,0.23,-8.05,0.25,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,51,40,-8.05,0.0,0.21,-8.26,0.2333,1,1,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0190AZ,Azucar,52,54,-8.26,0.0,0.25,-8.51,0.23,1,0,Azucar rubia 1kg,1 kg,kg,Abarrotes,True
0192AZ,Azucar,1,43,1.4,0.0,0.17,1.23,0.17,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,2,50,1.23,0.0,0.23,1.0,0.2,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,3,44,1.0,0.67,0.18,1.49,0.1933,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,4,43,1.49,0.0,0.21,1.28,0.2067,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,5,56,1.28,0.0,0.27,1.01,0.22,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,6,48,1.01,0.0,0.24,0.77,0.24,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,7,57,0.77,0.0,0.24,0.53,0.25,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,8,58,0.53,0.55,0.25,0.83,0.2433,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,9,42,0.83,0.0,0.2,0.63,0.23,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,10,54,0.63,0.0,0.32,0.31,0.2567,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,11,58,0.31,0.92,0.31,0.92,0.2767,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,12,45,0.92,0.0,0.28,0.64,0.3033,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,13,49,0.64,0.0,0.24,0.4,0.2767,0,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,14,49,0.4,0.0,0.25,0.15,0.2567,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,15,46,0.15,0.0,0.21,-0.06,0.2333,1,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,16,41,-0.06,0.92,0.18,0.68,0.2133,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,17,43,0.68,0.0,0.2,0.48,0.1967,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,18,42,0.48,0.62,0.18,0.92,0.1867,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,19,43,0.92,0.0,0.18,0.74,0.1867,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,20,53,0.74,0.0,0.24,0.5,0.2,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,21,55,0.5,0.0,0.24,0.26,0.22,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,22,44,0.26,1.19,0.21,1.24,0.23,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,23,55,1.24,0.0,0.3,0.94,0.25,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,24,43,0.94,0.0,0.19,0.75,0.2333,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,25,60,0.75,0.0,0.29,0.46,0.26,0,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,26,52,0.46,0.0,0.25,0.21,0.2433,1,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,27,51,0.21,0.75,0.29,0.67,0.2767,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,28,44,0.67,1.15,0.22,1.6,0.2533,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,29,49,1.6,0.0,0.25,1.35,0.2533,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,30,60,1.35,0.0,0.31,1.04,0.26,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,31,59,1.04,0.51,0.28,1.27,0.28,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,32,57,1.27,0.0,0.27,1.0,0.2867,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,33,44,1.0,0.0,0.22,0.78,0.2567,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,34,50,0.78,0.0,0.25,0.53,0.2467,0,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,35,57,0.53,0.0,0.29,0.24,0.2533,0,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,36,41,0.24,0.0,0.17,0.07,0.2367,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,37,45,0.07,0.0,0.19,-0.12,0.2167,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,38,55,-0.12,0.0,0.23,-0.35,0.1967,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,39,46,-0.35,0.0,0.21,-0.56,0.21,1,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,40,48,-0.56,1.09,0.24,0.29,0.2267,0,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,41,44,0.29,0.0,0.19,0.1,0.2133,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,42,49,0.1,0.0,0.25,-0.15,0.2267,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,43,54,-0.15,0.0,0.25,-0.4,0.23,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,44,42,-0.4,0.74,0.19,0.15,0.23,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,45,52,0.15,0.0,0.23,-0.08,0.2233,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,46,59,-0.08,0.0,0.26,-0.34,0.2267,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,47,58,-0.34,0.47,0.3,-0.17,0.2633,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,48,55,-0.17,0.0,0.29,-0.46,0.2833,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,49,53,-0.46,0.0,0.25,-0.71,0.28,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,50,40,-0.71,0.0,0.16,-0.87,0.2333,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,51,55,-0.87,0.0,0.21,-1.08,0.2067,1,1,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0192AZ,Azucar,52,51,-1.08,0.0,0.19,-1.27,0.1867,1,0,Azucar rubia 5 kg,5 kg,kg,Abarrotes,True
0243HA,Harina,1,53,0.13,0.0,0.02,0.11,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,2,50,0.11,0.0,0.02,0.09,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,3,44,0.09,0.0,0.01,0.08,0.0167,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,4,53,0.08,0.0,0.02,0.06,0.0167,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,5,58,0.06,0.0,0.02,0.04,0.0167,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,6,59,0.04,0.0,0.02,0.02,0.02,0,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,7,43,0.02,0.0,0.02,0.0,0.02,1,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,8,55,0.0,0.06,0.02,0.04,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,9,44,0.04,0.04,0.02,0.06,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,10,52,0.06,0.0,0.02,0.04,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,11,51,0.04,0.05,0.02,0.07,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,12,42,0.07,0.0,0.02,0.05,0.02,0,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,13,53,0.05,0.0,0.02,0.03,0.02,0,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,14,40,0.03,0.0,0.02,0.01,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,15,58,0.01,0.0,0.02,-0.01,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,16,40,-0.01,0.0,0.02,-0.03,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,17,59,-0.03,0.0,0.02,-0.05,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,18,41,-0.05,0.0,0.01,-0.06,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,19,47,-0.06,0.0,0.02,-0.08,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,20,55,-0.08,0.0,0.02,-0.1,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,21,42,-0.1,0.0,0.01,-0.11,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,22,50,-0.11,0.0,0.02,-0.13,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,23,52,-0.13,0.0,0.02,-0.15,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,24,46,-0.15,0.0,0.02,-0.17,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,25,52,-0.17,0.0,0.02,-0.19,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,26,55,-0.19,0.0,0.02,-0.21,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,27,45,-0.21,0.0,0.02,-0.23,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,28,60,-0.23,0.0,0.03,-0.26,0.0233,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,29,55,-0.26,0.0,0.03,-0.29,0.0267,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,30,60,-0.29,0.08,0.02,-0.23,0.0267,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,31,41,-0.23,0.0,0.01,-0.24,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,32,45,-0.24,0.05,0.02,-0.21,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,33,41,-0.21,0.0,0.01,-0.22,0.0133,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,34,58,-0.22,0.0,0.02,-0.24,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,35,56,-0.24,0.0,0.02,-0.26,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,36,40,-0.26,0.0,0.01,-0.27,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,37,52,-0.27,0.0,0.02,-0.29,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,38,55,-0.29,0.0,0.02,-0.31,0.0167,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,39,58,-0.31,0.0,0.02,-0.33,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,40,48,-0.33,0.0,0.02,-0.35,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,41,58,-0.35,0.0,0.02,-0.37,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,42,57,-0.37,0.0,0.02,-0.39,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,43,52,-0.39,0.0,0.02,-0.41,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,44,55,-0.41,0.0,0.02,-0.43,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,45,49,-0.43,0.0,0.02,-0.45,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,46,59,-0.45,0.0,0.02,-0.47,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,47,54,-0.47,0.0,0.02,-0.49,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,48,43,-0.49,0.0,0.02,-0.51,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,49,54,-0.51,0.0,0.02,-0.53,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,50,59,-0.53,0.0,0.02,-0.55,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,51,54,-0.55,0.0,0.02,-0.57,0.02,1,1,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0243HA,Harina,52,47,-0.57,0.0,0.02,-0.59,0.02,1,0,Harina de linaza 200 gr,200 gr,kg,Cereales y farináceos,True
0265CN,"Condimentos, Salsas, cremas",1,48,0.25,0.0,0.07,0.18,0.07,0,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",2,48,0.18,0.0,0.06,0.12,0.065,0,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",3,41,0.12,0.0,0.05,0.07,0.06,0,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",4,46,0.07,0.23,0.06,0.24,0.0567,0,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",5,58,0.24,0.0,0.08,0.16,0.0633,0,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",6,59,0.16,0.0,0.08,0.08,0.0733,0,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",7,56,0.08,0.0,0.07,0.01,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",8,49,0.01,0.0,0.07,-0.06,0.0733,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",9,42,-0.06,0.0,0.07,-0.13,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",10,44,-0.13,0.0,0.07,-0.2,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",11,58,-0.2,0.0,0.09,-0.29,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",12,51,-0.29,0.0,0.08,-0.37,0.08,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",13,53,-0.37,0.0,0.08,-0.45,0.0833,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",14,58,-0.45,0.0,0.09,-0.54,0.0833,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",15,55,-0.54,0.0,0.07,-0.61,0.08,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",16,55,-0.61,0.0,0.07,-0.68,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",17,49,-0.68,0.0,0.07,-0.75,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",18,45,-0.75,0.0,0.06,-0.81,0.0667,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",19,45,-0.81,0.0,0.06,-0.87,0.0633,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",20,50,-0.87,0.0,0.08,-0.95,0.0667,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",21,58,-0.95,0.0,0.07,-1.02,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",22,55,-1.02,0.0,0.07,-1.09,0.0733,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",23,46,-1.09,0.0,0.07,-1.16,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",24,48,-1.16,0.0,0.06,-1.22,0.0667,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",25,47,-1.22,0.0,0.06,-1.28,0.0633,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",26,52,-1.28,0.31,0.07,-1.04,0.0633,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",27,55,-1.04,0.0,0.08,-1.12,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",28,50,-1.12,0.0,0.08,-1.2,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",29,40,-1.2,0.0,0.06,-1.26,0.0733,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",30,56,-1.26,0.0,0.1,-1.36,0.08,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",31,44,-1.36,0.0,0.07,-1.43,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",32,55,-1.43,0.0,0.11,-1.54,0.0933,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",33,56,-1.54,0.0,0.08,-1.62,0.0867,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",34,53,-1.62,0.0,0.09,-1.71,0.0933,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",35,54,-1.71,0.0,0.09,-1.8,0.0867,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",36,47,-1.8,0.0,0.07,-1.87,0.0833,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",37,54,-1.87,0.0,0.07,-1.94,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",38,41,-1.94,0.0,0.05,-1.99,0.0633,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",39,51,-1.99,0.0,0.07,-2.06,0.0633,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",40,46,-2.06,0.0,0.06,-2.12,0.06,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",41,45,-2.12,0.23,0.08,-1.97,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",42,59,-1.97,0.0,0.09,-2.06,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",43,60,-2.06,0.0,0.09,-2.15,0.0867,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",44,55,-2.15,0.0,0.07,-2.22,0.0833,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",45,41,-2.22,0.0,0.06,-2.28,0.0733,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",46,56,-2.28,0.0,0.08,-2.36,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",47,44,-2.36,0.0,0.06,-2.42,0.0667,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",48,49,-2.42,0.0,0.09,-2.51,0.0767,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",49,48,-2.51,0.0,0.07,-2.58,0.0733,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",50,41,-2.58,0.0,0.05,-2.63,0.07,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",51,45,-2.63,0.0,0.05,-2.68,0.0567,1,1,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0265CN,"Condimentos, Salsas, cremas",52,40,-2.68,0.0,0.05,-2.73,0.05,1,0,Sal cocina 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",1,57,1.2,1.58,0.37,2.41,0.37,0,0,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",2,43,2.41,0.0,0.27,2.14,0.32,0,0,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",3,55,2.14,0.0,0.35,1.79,0.33,0,0,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",4,56,1.79,0.0,0.41,1.38,0.3433,0,0,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",5,57,1.38,0.0,0.41,0.97,0.39,0,0,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",6,49,0.97,0.0,0.36,0.61,0.3933,0,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",7,57,0.61,0.0,0.38,0.23,0.3833,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",8,57,0.23,0.0,0.36,-0.13,0.3667,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",9,47,-0.13,0.0,0.31,-0.44,0.35,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",10,56,-0.44,0.0,0.42,-0.86,0.3633,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",11,50,-0.86,0.0,0.43,-1.29,0.3867,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",12,54,-1.29,0.0,0.4,-1.69,0.4167,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",13,58,-1.69,0.0,0.51,-2.2,0.4467,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",14,42,-2.2,0.0,0.31,-2.51,0.4067,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",15,50,-2.51,0.0,0.42,-2.93,0.4133,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",16,41,-2.93,0.0,0.26,-3.19,0.33,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",17,55,-3.19,0.0,0.4,-3.59,0.36,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
0266CN,"Condimentos, Salsas, cremas",18,42,-3.59,0.0,0.29,-3.88,0.3167,1,1,Sal Mesa 1kg,1 kg,unidad,Abarrotes,True
