id_ml_costo,id_semana,semana_inicio,anio,mes,semana_iso,id_producto,id_categoria,familias_activas,pacientes_activos,pacientes_alta_criticidad,nuevos_casos,reingresos,ocupacion_albergue,campania_donacion_activa,indice_donaciones_entrantes,temporada_invierno,temporada_navidad,stock_inicio_semana,ingresos_semana,cantidad_necesaria,cantidad_entregada,demanda_no_cubierta,stock_fin_semana,precio_unitario_estimado,rolling_cantidad_4sem,rolling_costo_4sem,rolling_no_cubierta_4sem,rolling_precio_4sem,target_cantidad_siguiente_semana,target_costo_siguiente_semana
1706,1,2023-07-03,2023,7,27,12,2,51,58,9,5,5,0.476,1,0.919,1,0,15,4,8,8,0,11,17.12,8.0,136.96,0.0,17.12,9.0,153.63
1707,2,2023-07-10,2023,7,28,12,2,56,63,11,1,8,0.574,0,0.661,1,0,11,6,9,9,0,8,17.07,8.0,136.96,0.0,17.12,8.0,140.08
1708,3,2023-07-17,2023,7,29,12,2,53,69,11,2,7,0.527,0,0.759,1,0,8,4,8,8,0,4,17.51,8.5,145.29500000000002,0.0,17.095,9.0,155.97
1709,4,2023-07-24,2023,7,30,12,2,54,65,14,5,7,0.532,0,0.615,1,0,4,10,9,9,0,5,17.33,8.333333333333334,143.55666666666667,0.0,17.233333333333334,7.0,126.63
1710,5,2023-07-31,2023,7,31,12,2,50,57,12,3,6,0.547,1,0.989,1,0,5,9,7,7,0,7,18.09,8.5,146.66,0.0,17.2575,8.0,135.04
1711,6,2023-08-07,2023,8,32,12,2,49,57,12,4,6,0.516,0,0.487,1,0,7,4,8,8,0,3,16.88,8.25,144.0775,0.0,17.5,7.0,119.77
1712,7,2023-08-14,2023,8,33,12,2,54,62,13,4,8,0.528,0,0.565,1,0,3,7,7,7,0,3,17.11,8.0,139.43,0.0,17.4525,8.0,136.4
1713,8,2023-08-21,2023,8,34,12,2,48,62,14,1,2,0.434,0,0.826,1,0,3,10,8,8,0,5,17.05,7.75,134.3525,0.0,17.3525,8.0,136.16
1714,9,2023-08-28,2023,8,35,12,2,45,48,7,4,2,0.403,0,0.499,1,0,5,7,8,8,0,4,17.02,7.5,129.45999999999998,0.0,17.2825,7.0,121.38
1715,10,2023-09-04,2023,9,36,12,2,58,65,10,4,5,0.519,1,0.643,1,0,4,8,7,7,0,5,17.34,7.75,131.8425,0.0,17.015,9.0,157.95
1716,11,2023-09-11,2023,9,37,12,2,54,58,11,3,5,0.532,0,0.757,1,0,5,0,9,5,4,0,17.55,7.5,128.4275,0.0,17.13,10.0,183.7
1717,12,2023-09-18,2023,9,38,12,2,60,75,13,2,6,0.626,0,0.6,1,0,0,0,10,0,10,0,18.37,8.0,137.9725,1.0,17.240000000000002,8.0,137.28
1718,13,2023-09-25,2023,9,39,12,2,56,63,8,1,11,0.547,0,0.532,1,0,0,12,8,8,0,4,17.16,8.5,149.79749999999999,3.5,17.57,6.0,105.36
1719,14,2023-10-02,2023,10,40,12,2,53,61,13,2,10,0.523,0,0.622,0,0,4,5,6,6,0,3,17.56,8.5,150.0775,3.5,17.605,9.0,148.86
1720,15,2023-10-09,2023,10,41,12,2,58,68,9,5,10,0.583,0,0.557,0,0,3,9,9,9,0,3,16.54,8.25,146.0725,3.5,17.66,8.0,138.72
1721,16,2023-10-16,2023,10,42,12,2,52,59,12,5,10,0.541,0,0.597,0,0,3,6,8,8,0,1,17.34,8.25,143.8,2.5,17.4075,8.0,138.24
1722,17,2023-10-23,2023,10,43,12,2,52,58,11,2,5,0.501,0,0.657,0,0,1,10,8,8,0,3,17.28,7.75,132.555,0.0,17.15,5.0,86.4
1723,18,2023-10-30,2023,10,44,12,2,50,55,12,1,9,0.443,0,0.56,0,0,3,5,5,5,0,3,17.28,7.75,132.79500000000002,0.0,17.18,7.0,123.41
1724,19,2023-11-06,2023,11,45,12,2,59,62,11,2,2,0.632,1,0.829,0,1,3,9,7,7,0,5,17.63,7.5,128.055,0.0,17.11,9.0,153.09
1725,20,2023-11-13,2023,11,46,12,2,60,63,10,4,5,0.561,1,0.757,0,1,5,11,9,9,0,7,17.01,7.0,121.6925,0.0,17.3825,7.0,120.75
1726,21,2023-11-20,2023,11,47,12,2,58,63,14,2,5,0.542,0,0.521,0,1,7,4,7,7,0,4,17.25,7.25,125.285,0.0,17.3,7.0,118.93
1727,22,2023-11-27,2023,11,48,12,2,60,76,10,1,10,0.614,1,0.894,0,1,4,7,7,7,0,4,16.99,7.0,120.9125,0.0,17.2925,6.0,102.24
1728,23,2023-12-04,2023,12,49,12,2,49,58,8,1,7,0.47,1,0.898,0,1,4,8,6,6,0,6,17.04,7.5,129.04500000000002,0.0,17.22,9.0,157.59
1729,24,2023-12-11,2023,12,50,12,2,59,63,11,1,10,0.641,1,1.076,0,1,6,10,9,9,0,7,17.51,7.25,123.75250000000001,0.0,17.0725,8.0,138.08
1730,25,2023-12-18,2023,12,51,12,2,56,72,15,3,7,0.571,0,0.833,0,1,7,6,8,8,0,5,17.26,7.25,124.8775,0.0,17.197499999999998,8.0,138.0
1731,26,2023-12-25,2023,12,52,12,2,61,73,10,4,5,0.619,0,0.708,0,1,5,0,8,5,3,0,17.25,7.5,129.21,0.0,17.2,8.0,138.64
1732,27,2024-01-01,2024,1,1,12,2,56,59,12,5,4,0.543,1,0.793,0,0,0,11,8,8,0,3,17.33,7.75,133.9775,0.75,17.265,8.0,142.0
1733,28,2024-01-08,2024,1,2,12,2,58,61,7,1,8,0.554,1,0.845,0,0,3,11,8,8,0,6,17.75,8.25,143.0775,0.75,17.3375,6.0,104.58
1734,29,2024-01-15,2024,1,3,12,2,57,66,12,0,5,0.602,1,0.76,0,0,6,3,6,6,0,3,17.43,8.0,139.18,0.75,17.3975,8.0,137.76
1735,30,2024-01-22,2024,1,4,12,2,63,72,16,3,6,0.574,0,0.688,0,0,3,0,8,3,5,0,17.22,7.5,130.80499999999998,0.75,17.439999999999998,8.0,139.76
1736,31,2024-01-29,2024,1,5,12,2,64,77,13,1,10,0.613,0,0.623,0,0,0,13,8,8,0,5,17.47,7.5,130.745,1.25,17.432499999999997,6.0,103.44
1737,32,2024-02-05,2024,2,6,12,2,48,55,11,3,3,0.518,0,0.866,0,0,5,6,6,6,0,5,17.24,7.5,131.02499999999998,1.25,17.467499999999998,9.0,155.7
1738,33,2024-02-12,2024,2,7,12,2,69,82,16,4,8,0.693,0,0.86,0,0,5,12,9,9,0,8,17.3,7.0,121.38499999999999,1.25,17.339999999999996,8.0,144.32
1739,34,2024-02-19,2024,2,8,12,2,60,72,17,7,7,0.586,0,0.565,0,0,8,5,8,8,0,5,18.04,7.75,134.165,1.25,17.3075,6.0,105.42
1740,35,2024-02-26,2024,2,9,12,2,57,69,10,3,3,0.534,0,0.44,0,0,5,4,6,6,0,3,17.57,7.75,135.805,0.0,17.5125,7.0,123.27
1741,36,2024-03-04,2024,3,10,12,2,52,63,9,4,5,0.527,0,0.824,0,0,3,0,7,3,4,0,17.61,7.25,127.22,0.0,17.5375,9.0,159.3
1742,37,2024-03-11,2024,3,11,12,2,58,62,15,0,8,0.567,0,0.76,0,0,0,13,9,9,0,4,17.7,7.5,132.1775,1.0,17.63,8.0,142.64
1743,38,2024-03-18,2024,3,12,12,2,59,74,17,3,8,0.6,0,0.63,0,0,4,9,8,8,0,5,17.83,7.5,133.0775,1.0,17.73,10.0,176.9
1744,39,2024-03-25,2024,3,13,12,2,66,84,18,4,8,0.735,0,0.68,0,0,5,12,10,10,0,7,17.69,7.5,132.6575,1.0,17.6775,9.0,159.84
1745,40,2024-04-01,2024,4,14,12,2,61,76,18,4,7,0.568,0,0.573,0,0,7,0,9,7,2,0,17.76,8.5,150.5275,1.0,17.7075,9.0,157.05
1746,41,2024-04-08,2024,4,15,12,2,59,68,13,5,3,0.533,1,0.823,0,0,0,10,9,9,0,1,17.45,9.0,159.67000000000002,0.5,17.745,7.0,123.76
1747,42,2024-04-15,2024,4,16,12,2,63,74,15,1,10,0.67,0,0.502,0,0,1,9,7,7,0,3,17.68,9.0,159.10750000000002,0.5,17.6825,9.0,161.28
1748,43,2024-04-22,2024,4,17,12,2,60,67,12,9,9,0.523,0,0.85,0,0,3,10,9,9,0,4,17.92,8.75,154.38750000000002,0.5,17.645,9.0,152.28
1749,44,2024-04-29,2024,4,18,12,2,61,70,9,4,7,0.606,1,0.747,0,0,4,11,9,9,0,6,16.92,8.5,150.48250000000002,0.5,17.7025,12.0,218.28
1750,45,2024-05-06,2024,5,19,12,2,68,80,13,3,3,0.73,0,0.433,1,0,6,6,12,12,0,0,18.19,8.5,148.5925,0.0,17.4925,9.0,161.28
1751,46,2024-05-13,2024,5,20,12,2,69,89,12,7,8,0.657,0,0.782,1,0,0,15,9,9,0,6,17.92,9.25,163.9,0.0,17.677500000000002,9.0,161.19
1752,47,2024-05-20,2024,5,21,12,2,67,83,11,0,5,0.65,1,0.784,1,0,6,12,9,9,0,9,17.91,9.75,173.28,0.0,17.737500000000004,8.0,141.52
1753,48,2024-05-27,2024,5,22,12,2,62,68,13,7,6,0.632,1,0.85,1,0,9,8,8,8,0,9,17.69,9.75,173.2575,0.0,17.735000000000003,9.0,163.71
1754,49,2024-06-03,2024,6,23,12,2,64,69,11,9,6,0.669,0,0.609,1,0,9,5,9,9,0,5,18.19,9.5,170.5675,0.0,17.927500000000002,8.0,147.52
1755,50,2024-06-10,2024,6,24,12,2,67,74,9,1,8,0.605,1,0.784,1,0,5,10,8,8,0,7,18.44,8.75,156.925,0.0,17.927500000000002,10.0,174.0
1756,51,2024-06-17,2024,6,25,12,2,69,83,13,2,6,0.723,0,0.637,1,0,7,0,10,7,3,0,17.4,8.5,153.485,0.0,18.0575,10.0,179.8
1757,52,2024-06-24,2024,6,26,12,2,69,84,18,4,8,0.678,0,0.651,1,0,0,11,10,10,0,1,17.98,8.75,156.6875,0.75,17.93,9.0,170.01
1758,53,2024-07-01,2024,7,27,12,2,65,76,16,3,4,0.696,0,0.412,1,0,1,9,9,9,0,1,18.89,9.25,166.2575,0.75,18.0025,9.0,156.33
1759,54,2024-07-08,2024,7,28,12,2,67,76,13,4,7,0.646,1,0.759,1,0,1,15,9,9,0,7,17.37,9.25,167.83249999999998,0.75,18.177500000000002,10.0,183.8
1760,55,2024-07-15,2024,7,29,12,2,68,84,19,6,7,0.674,1,0.681,1,0,7,9,10,10,0,6,18.38,9.5,170.035,0.75,17.91,9.0,159.93
1761,56,2024-07-22,2024,7,30,12,2,70,89,12,4,7,0.637,0,0.772,1,0,6,10,9,9,0,7,17.77,9.5,172.485,0.0,18.155,11.0,197.78
1762,57,2024-07-29,2024,7,31,12,2,71,84,19,6,2,0.717,1,0.781,1,0,7,13,11,11,0,9,17.98,9.25,167.5175,0.0,18.1025,12.0,218.16
1763,58,2024-08-05,2024,8,32,12,2,76,81,14,0,4,0.768,0,0.471,1,0,9,0,12,9,3,0,18.18,9.75,174.46,0.0,17.875,12.0,225.6
1764,59,2024-08-12,2024,8,33,12,2,68,75,15,2,7,0.687,0,0.687,1,0,0,0,12,0,12,0,18.8,10.5,189.9175,0.75,18.0775,9.0,161.19
1765,60,2024-08-19,2024,8,34,12,2,66,79,13,5,2,0.664,0,0.497,1,0,0,12,9,9,0,3,17.91,11.0,200.3675,3.75,18.1825,10.0,174.9
1766,61,2024-08-26,2024,8,35,12,2,65,81,19,3,7,0.64,0,0.676,1,0,3,12,10,10,0,5,17.49,11.0,200.6825,3.75,18.2175,8.0,139.36
1767,62,2024-09-02,2024,9,36,12,2,65,77,10,7,8,0.664,0,0.543,1,0,5,7,8,8,0,4,17.42,10.75,194.9625,3.75,18.095,12.0,216.12
1768,63,2024-09-09,2024,9,37,12,2,69,81,13,3,8,0.686,0,0.732,1,0,4,12,12,12,0,4,18.01,9.75,175.26250000000002,3.0,17.905,9.0,161.82
1769,64,2024-09-16,2024,9,38,12,2,68,80,15,2,3,0.658,1,0.739,1,0,4,10,9,9,0,5,17.98,9.75,172.8925,0.0,17.7075,9.0,169.74
1770,65,2024-09-23,2024,9,39,12,2,74,91,16,2,5,0.725,0,0.694,1,0,5,10,9,9,0,6,18.86,9.75,173.05,0.0,17.725,10.0,171.2
1771,66,2024-09-30,2024,9,40,12,2,73,91,13,1,8,0.841,0,0.606,1,0,6,8,10,10,0,4,17.12,9.5,171.76,0.0,18.067500000000003,9.0,159.84
1772,67,2024-10-07,2024,10,41,12,2,73,81,13,4,7,0.761,0,0.604,0,0,4,6,9,9,0,1,17.76,10.0,179.72,0.0,17.9925,10.0,180.7
1773,68,2024-10-14,2024,10,42,12,2,74,84,16,3,4,0.684,0,0.891,0,0,1,16,10,10,0,7,18.07,9.25,165.64999999999998,0.0,17.93,11.0,187.33
1774,69,2024-10-21,2024,10,43,12,2,76,93,16,1,4,0.775,0,0.837,0,0,7,9,11,11,0,5,17.03,9.5,170.37,0.0,17.9525,10.0,185.6
1775,70,2024-10-28,2024,10,44,12,2,70,85,18,1,6,0.76,1,0.995,0,0,5,15,10,10,0,10,18.56,10.0,174.7675,0.0,17.495,11.0,201.74
1776,71,2024-11-04,2024,11,45,12,2,77,92,21,6,3,0.749,1,0.929,0,1,10,11,11,11,0,10,18.34,10.0,178.3675,0.0,17.855,11.0,197.56
1777,72,2024-11-11,2024,11,46,12,2,85,98,19,2,7,0.852,0,0.542,0,1,10,0,11,10,1,0,17.96,10.5,188.84250000000003,0.0,18.0,9.0,161.55
1778,73,2024-11-18,2024,11,47,12,2,74,81,19,2,8,0.767,1,1.012,0,1,0,14,9,9,0,5,17.95,10.75,193.0575,0.25,17.9725,12.0,218.04
1779,74,2024-11-25,2024,11,48,12,2,76,84,15,4,7,0.676,0,0.51,0,1,5,0,12,5,7,0,18.17,10.25,186.6125,0.25,18.2025,8.0,139.36
1780,75,2024-12-02,2024,12,49,12,2,70,80,12,3,10,0.683,0,0.627,0,1,0,8,8,8,0,0,17.42,10.75,194.72250000000003,2.0,18.105,11.0,199.76
1781,76,2024-12-09,2024,12,50,12,2,74,88,16,5,9,0.77,0,0.517,0,1,0,13,11,11,0,2,18.16,10.0,179.12750000000003,2.0,17.875,9.0,160.83
1782,77,2024-12-16,2024,12,51,12,2,79,89,12,2,8,0.775,0,0.492,0,1,2,0,9,2,7,0,17.87,10.0,179.6775,1.75,17.925,12.0,213.12
1783,78,2024-12-23,2024,12,52,12,2,82,95,18,3,6,0.847,1,0.834,0,1,0,19,12,12,0,7,17.76,10.0,179.4975,3.5,17.905,9.0,165.87
1784,79,2024-12-30,2024,12,1,12,2,68,77,10,5,9,0.723,0,0.521,0,1,7,7,9,9,0,5,18.43,10.0,178.26749999999998,1.75,17.802500000000002,11.0,193.71
1785,80,2025-01-06,2025,1,2,12,2,78,96,15,3,5,0.816,0,0.619,0,0,5,11,11,11,0,5,17.61,10.25,184.89499999999998,1.75,18.055,11.0,198.66
1786,81,2025-01-13,2025,1,3,12,2,83,107,22,3,6,0.775,0,0.872,0,0,5,0,11,5,6,0,18.06,10.25,183.3825,1.75,17.9175,11.0,203.39
1787,82,2025-01-20,2025,1,4,12,2,82,92,19,6,10,0.822,0,0.541,0,0,0,0,11,0,11,0,18.49,10.75,192.84000000000003,1.5,17.965,10.0,170.5
1788,83,2025-01-27,2025,1,5,12,2,72,81,14,7,7,0.708,0,0.527,0,0,0,13,10,10,0,3,17.05,10.5,190.40749999999997,4.25,18.1475,11.0,192.94
1789,84,2025-02-03,2025,2,6,12,2,81,93,15,6,6,0.829,1,0.862,0,0,3,15,11,11,0,7,17.54,10.75,191.565,4.25,17.8025,10.0,177.9
1790,85,2025-02-10,2025,2,7,12,2,80,97,12,1,10,0.844,0,0.725,0,0,7,12,10,10,0,9,17.79,10.75,191.3725,4.25,17.785,8.0,149.2
1791,86,2025-02-17,2025,2,8,12,2,71,80,15,4,8,0.667,0,0.707,0,0,9,0,8,8,0,1,18.65,10.5,186.18249999999998,2.75,17.717499999999998,8.0,144.24
1792,87,2025-02-24,2025,2,9,12,2,75,84,14,4,4,0.719,0,0.376,0,0,1,8,8,8,0,1,18.03,9.75,172.635,0.0,17.7575,11.0,199.54
1793,88,2025-03-03,2025,3,10,12,2,80,91,16,2,5,0.82,0,0.542,0,0,1,13,11,11,0,3,18.14,9.25,166.07,0.0,18.0025,11.0,193.82
1794,89,2025-03-10,2025,3,11,12,2,81,95,19,5,8,0.825,0,0.658,0,0,3,17,11,11,0,9,17.62,9.25,167.72,0.0,18.1525,11.0,209.33
1795,90,2025-03-17,2025,3,12,12,2,81,99,22,5,7,0.767,0,0.937,0,0,9,14,11,11,0,12,19.03,9.5,171.7,0.0,18.11,10.0,184.4
1796,91,2025-03-24,2025,3,13,12,2,79,84,17,5,6,0.746,1,0.851,0,0,12,8,10,10,0,10,18.44,10.25,186.7325,0.0,18.205,10.0,181.2
1797,92,2025-03-31,2025,3,14,12,2,80,97,16,2,7,0.808,0,0.701,0,0,10,5,10,10,0,5,18.12,10.75,196.77249999999998,0.0,18.3075,9.0,156.42
1798,93,2025-04-07,2025,4,15,12,2,76,96,22,2,6,0.775,0,0.469,0,0,5,9,9,9,0,5,17.38,10.5,192.1875,0.0,18.302500000000002,12.0,216.72
1799,94,2025-04-14,2025,4,16,12,2,79,88,14,2,10,0.696,0,0.729,0,0,5,0,12,5,7,0,18.06,10.0,182.8375,0.0,18.2425,10.0,190.8
1800,95,2025-04-21,2025,4,17,12,2,72,87,20,2,6,0.761,0,0.74,0,0,0,12,10,10,0,2,19.08,10.25,184.685,1.75,18.0,12.0,211.32
1801,96,2025-04-28,2025,4,18,12,2,77,88,18,2,9,0.716,0,0.81,0,0,2,14,12,12,0,4,17.61,10.25,186.28499999999997,1.75,18.16,10.0,187.9
1802,97,2025-05-05,2025,5,19,12,2,76,88,21,4,7,0.769,0,0.825,1,0,4,0,10,4,6,0,18.79,10.75,193.815,1.75,18.0325,11.0,202.73
1803,98,2025-05-12,2025,5,20,12,2,77,90,16,1,8,0.741,0,0.678,1,0,0,20,11,11,0,9,18.43,11.0,201.685,3.25,18.384999999999998,10.0,196.0
1804,99,2025-05-19,2025,5,21,12,2,83,104,20,5,3,0.8,0,0.752,1,0,9,8,10,10,0,7,19.6,10.75,198.1875,1.5,18.4775,12.0,237.72
1805,100,2025-05-26,2025,5,22,12,2,82,102,23,3,9,0.831,1,0.906,1,0,7,13,12,12,0,8,19.81,10.75,199.4875,1.5,18.6075,12.0,220.44
1806,101,2025-06-02,2025,6,23,12,2,85,108,16,3,1,0.839,0,0.492,1,0,8,11,12,12,0,7,18.37,10.75,206.0875,1.5,19.1575,13.0,243.62
1807,102,2025-06-09,2025,6,24,12,2,87,93,13,1,12,0.865,1,0.804,1,0,7,11,13,13,0,5,18.74,11.25,214.2225,0.0,19.052500000000002,11.0,214.28
1808,103,2025-06-16,2025,6,25,12,2,79,86,17,2,9,0.842,0,0.589,1,0,5,9,11,11,0,3,19.48,11.75,224.445,0.0,19.13,12.0,225.24
1809,104,2025-06-23,2025,6,26,12,2,83,101,17,6,7,0.849,1,0.674,1,0,3,13,12,12,0,4,18.77,12.0,229.015,0.0,19.1,12.0,225.12
1810,105,2025-06-30,2025,6,27,12,2,85,94,16,2,3,0.821,0,0.641,1,0,4,11,12,12,0,3,18.76,12.0,225.89499999999998,0.0,18.84,11.0,200.2
1811,106,2025-07-07,2025,7,28,12,2,77,93,21,2,6,0.765,0,0.703,1,0,3,0,11,3,8,0,18.2,12.0,227.065,0.0,18.9375,14.0,263.34
1812,107,2025-07-14,2025,7,29,12,2,91,106,13,6,7,0.863,0,0.687,1,0,0,0,14,0,14,0,18.81,11.5,216.21,2.0,18.802500000000002,13.0,234.0
1813,108,2025-07-21,2025,7,30,12,2,93,119,15,4,9,0.815,0,0.746,1,0,0,16,13,13,0,3,18.0,12.25,228.47499999999997,5.5,18.634999999999998,14.0,259.56
1814,109,2025-07-28,2025,7,31,12,2,83,106,19,3,6,0.778,1,0.86,1,0,3,18,14,14,0,7,18.54,12.5,230.66499999999996,5.5,18.442500000000003,12.0,231.96
1815,110,2025-08-04,2025,8,32,12,2,81,95,12,2,8,0.806,1,0.818,1,0,7,17,12,12,0,12,19.33,13.0,239.275,5.5,18.3875,13.0,233.22
1816,111,2025-08-11,2025,8,33,12,2,90,97,18,8,12,0.864,0,0.84,1,0,12,12,13,13,0,11,17.94,13.25,247.215,3.5,18.669999999999998,12.0,228.0
1817,112,2025-08-18,2025,8,34,12,2,89,101,14,5,8,0.89,0,0.637,1,0,11,9,12,12,0,8,19.0,13.0,239.685,0.0,18.4525,13.0,248.43
1818,113,2025-08-25,2025,8,35,12,2,88,108,24,3,8,0.822,0,0.695,1,0,8,0,13,8,5,0,19.11,12.75,238.185,0.0,18.7025,14.0,262.78
1819,114,2025-09-01,2025,9,36,12,2,88,101,16,6,7,0.886,1,0.985,1,0,0,22,14,14,0,8,18.77,12.5,235.4025,1.25,18.845,16.0,299.84
1820,115,2025-09-08,2025,9,37,12,2,92,118,24,6,9,0.872,1,0.781,1,0,8,20,16,16,0,12,18.74,13.0,243.1075,1.25,18.705,11.0,202.51
1821,116,2025-09-15,2025,9,38,12,2,82,93,13,3,9,0.841,1,0.925,1,0,12,7,11,11,0,8,18.41,13.75,259.7625,1.25,18.905,12.0,223.8
1822,117,2025-09-22,2025,9,39,12,2,94,102,21,3,8,0.948,0,0.871,1,0,8,13,12,12,0,9,18.65,13.5,253.39,1.25,18.7575,11.0,210.98
1823,118,2025-09-29,2025,9,40,12,2,86,106,18,4,4,0.828,0,0.443,1,0,9,6,11,11,0,4,19.18,13.25,247.2325,0.0,18.6425,12.0,219.84
1824,119,2025-10-06,2025,10,41,12,2,92,103,24,3,6,0.934,0,0.431,0,0,4,11,12,12,0,3,18.32,12.5,234.2825,0.0,18.744999999999997,13.0,242.32
1825,120,2025-10-13,2025,10,42,12,2,90,109,14,8,5,0.888,0,0.823,0,0,3,12,13,13,0,2,18.64,11.5,214.28249999999997,0.0,18.64,10.0,173.4
1826,121,2025-10-20,2025,10,43,12,2,81,90,16,3,8,0.776,0,0.738,0,0,2,15,10,10,0,7,17.34,12.0,224.23499999999999,0.0,18.697499999999998,11.0,201.41
1827,122,2025-10-27,2025,10,44,12,2,91,104,24,6,8,0.898,0,0.492,0,0,7,7,11,11,0,3,18.31,11.5,211.635,0.0,18.37,14.0,249.62
1828,123,2025-11-03,2025,11,45,12,2,94,116,24,5,3,0.913,1,0.928,0,1,3,25,14,14,0,14,17.83,11.5,209.2425,0.0,18.1525,13.0,240.5
1829,124,2025-11-10,2025,11,46,12,2,92,117,21,2,5,0.917,1,0.7,0,1,14,4,13,13,0,5,18.5,12.0,216.6875,0.0,18.03,10.0,186.9
1830,125,2025-11-17,2025,11,47,12,2,85,92,14,3,9,0.826,0,0.544,0,1,5,11,10,10,0,6,18.69,12.0,216.23250000000002,0.0,17.994999999999997,10.0,186.5
1831,126,2025-11-24,2025,11,48,12,2,89,111,22,3,4,0.943,0,0.526,0,1,6,7,10,10,0,3,18.65,12.0,219.60750000000002,0.0,18.3325,11.0,199.87
1832,127,2025-12-01,2025,12,49,12,2,91,96,12,3,4,0.92,1,1.119,0,1,3,0,11,3,8,0,18.17,11.75,215.88,0.0,18.4175,14.0,264.18
1833,128,2025-12-08,2025,12,50,12,2,89,98,23,0,8,0.892,0,0.474,0,1,0,18,14,14,0,4,18.87,11.0,203.44250000000002,2.0,18.5025,11.0,214.61
1834,129,2025-12-15,2025,12,51,12,2,87,96,13,5,6,0.864,0,0.731,0,1,4,0,11,4,7,0,19.51,11.25,209.36249999999998,2.0,18.595,11.0,206.25
1835,130,2025-12-22,2025,12,52,12,2,94,111,14,5,8,0.943,1,0.974,0,1,0,23,11,11,0,12,18.75,11.5,216.29,3.75,18.8,11.0,204.27
1836,131,2025-12-29,2025,12,1,12,2,93,113,19,7,7,0.918,0,0.615,0,1,12,0,11,11,0,1,18.57,11.75,221.2275,3.75,18.825,14.0,255.08
1837,132,2026-01-05,2026,1,2,12,2,94,115,25,5,5,0.946,1,0.681,0,0,1,16,14,14,0,3,18.22,11.75,222.3275,1.75,18.925,14.0,257.88
1838,133,2026-01-12,2026,1,3,12,2,84,106,21,3,7,0.878,1,0.932,0,0,3,23,14,14,0,12,18.42,11.75,220.0525,1.75,18.7625,14.0,264.46
1839,134,2026-01-19,2026,1,4,12,2,91,106,19,5,5,0.902,0,0.651,0,0,12,12,14,14,0,10,18.89,12.5,230.87,0.0,18.49,11.0,205.92
1840,135,2026-01-26,2026,1,5,12,2,91,96,21,6,6,0.902,1,0.819,0,0,10,6,11,11,0,5,18.72,13.25,245.4225,0.0,18.525,13.0,242.19
1841,136,2026-02-02,2026,2,6,12,2,89,113,18,3,3,0.931,0,0.67,0,0,5,15,13,13,0,7,18.63,13.25,245.835,0.0,18.5625,12.0,219.24
1842,137,2026-02-09,2026,2,7,12,2,100,120,23,2,6,1.0,0,0.714,0,0,7,12,12,12,0,7,18.27,13.0,242.61249999999998,0.0,18.665,12.0,227.28
1843,138,2026-02-16,2026,2,8,12,2,90,96,19,5,6,0.835,0,0.577,0,0,7,14,12,12,0,9,18.94,12.5,232.9525,0.0,18.6275,15.0,273.6
1844,139,2026-02-23,2026,2,9,12,2,97,110,25,2,8,1.0,0,0.714,0,0,9,13,15,15,0,7,18.24,12.0,223.65749999999997,0.0,18.64,11.0,205.81
1845,140,2026-03-02,2026,3,10,12,2,96,102,16,5,9,0.975,0,0.677,0,0,7,9,11,11,0,5,18.71,13.0,240.5775,0.0,18.52,13.0,237.38
1846,141,2026-03-09,2026,3,11,12,2,99,125,29,6,7,1.0,0,0.763,0,0,5,0,13,5,8,0,18.26,12.5,231.48250000000002,0.0,18.54,12.0,225.36
1847,142,2026-03-16,2026,3,12,12,2,91,99,22,10,7,0.917,0,0.342,0,0,0,12,12,12,0,0,18.78,12.75,236.0175,2.0,18.5375,13.0,244.4
1848,143,2026-03-23,2026,3,13,12,2,94,101,20,1,2,0.959,0,0.716,0,0,0,21,13,13,0,8,18.8,12.75,235.5375,2.0,18.497500000000002,11.0,204.27
1849,144,2026-03-30,2026,3,14,12,2,101,121,15,3,7,1.0,0,0.797,0,0,8,0,11,8,3,0,18.57,12.25,228.23749999999998,2.0,18.637500000000003,13.0,243.62
1850,145,2026-04-06,2026,4,15,12,2,99,105,22,5,10,0.977,0,0.383,0,0,0,17,13,13,0,4,18.74,12.25,227.85250000000002,2.75,18.6025,12.0,227.16
1851,146,2026-04-13,2026,4,16,12,2,99,128,22,6,9,0.939,0,0.741,0,0,4,0,12,4,8,0,18.93,12.25,229.41250000000002,0.75,18.7225,11.0,206.69
1852,147,2026-04-20,2026,4,17,12,2,100,114,19,4,6,0.998,0,0.543,0,0,0,11,11,11,0,0,18.79,12.25,229.8625,2.75,18.759999999999998,13.0,253.63
1853,148,2026-04-27,2026,4,18,12,2,102,110,22,4,9,1.0,1,1.046,0,0,0,25,13,13,0,12,19.51,11.75,220.435,2.75,18.7575,15.0,285.9
1854,149,2026-05-04,2026,5,19,12,2,94,108,24,3,12,0.912,1,0.94,1,0,12,11,15,15,0,8,19.06,12.25,232.775,2.0,18.9925,15.0,289.5
1855,150,2026-05-11,2026,5,20,12,2,98,112,26,7,6,0.97,0,0.515,1,0,8,16,15,15,0,9,19.3,12.75,243.345,2.0,19.072499999999998,16.0,304.0
1856,151,2026-05-18,2026,5,21,12,2,100,107,22,4,4,0.953,1,0.809,1,0,9,16,16,16,0,9,19.0,13.5,258.92999999999995,0.0,19.165,15.0,289.5
1857,152,2026-05-25,2026,5,22,12,2,93,100,18,5,11,0.925,0,0.706,1,0,9,16,15,15,0,10,19.3,14.75,283.2575,0.0,19.2175,15.0,287.25
